Geneid	Length	Obp56h_KO_M_1	Obp56h_KO_M_2	CSB_M_1	CSB_M_2
FBgn0052240	645	7	3	12	1
FBgn0035538	4291	14306	13874	11187	10131
FBgn0035537	965	20	17	8	33
FBgn0035533	3932	3711	3872	2829	3459
FBgn0035532	1155	129	145	106	101
FBgn0066365	3139	21	13	22	12
FBgn0052238	2030	33	43	86	58
FBgn0035574	7297	1801	1808	1343	1640
FBgn0042199	458	11	23	35	18
FBgn0035572	826	20	14	18	19
FBgn0027085	3020	326	351	214	298
FBgn0035581	14155	27	24	129	68
FBgn0035582	1536	1	0	3	5
FBgn0035583	682	294	340	245	335
FBgn0028699	2934	1379	1447	1206	1439
FBgn0047330	597	0	0	7	1
FBgn0052237	2948	47	59	74	48
FBgn0035578	2118	370	409	249	328
FBgn0035577	4357	44	52	74	53
FBgn0042131	1354	14	5	4	5
FBgn0035575	1958	337	397	466	607
FBgn0035571	1173	36	30	36	27
FBgn0035570	682	11	11	7	16
FBgn0035569	641	18	18	22	7
FBgn0035568	1142	1	0	4	3
FBgn0035567	1188	1	1	16	0
FBgn0046793	1463	17	17	21	29
FBgn0035585	635	44	82	62	60
FBgn0052232	2928	71	106	54	91
FBgn0035584	767	34	33	16	30
FBgn0005775	5947	4449	4758	2994	3363
FBgn0030234	1424	1166	1140	1163	941
FBgn0040850	609	230	228	198	211
FBgn0030237	791	1426	1665	1251	1468
FBgn0030239	847	294	355	264	319
FBgn0030240	3363	829	832	649	743
FBgn0030243	7117	3923	3820	2797	3620
FBgn0030244	1004	40	50	59	75
FBgn0030247	1780	9	1	13	5
FBgn0003965	1305	300	427	290	282
FBgn0030251	2045	3713	4091	3878	4721
FBgn0030257	2446	86	86	66	79
FBgn0030261	900	221	252	150	239
FBgn0030260	869	196	289	225	196
FBgn0030259	717	338	301	195	298
FBgn0030258	1060	1497	1685	1802	1417
FBgn0021742	1924	41	50	45	50
FBgn0052670	878	13	11	17	15
FBgn0052671	871	3	6	10	4
FBgn0030246	4243	585	539	428	518
FBgn0017561	4482	948	895	661	809
FBgn0030245	5007	2204	2107	1583	2177
FBgn0030242	2414	65	30	49	54
FBgn0030241	2424	32	41	41	49
FBgn0003321	3280	2478	2536	2121	2245
FBgn0052669	2385	120	114	145	122
FBgn0003360	2006	46281	51751	34028	38219
FBgn0025111	1437	32	104	59	73
FBgn0030263	1491	0	0	0	0
FBgn0027498	2339	0	0	0	0
FBgn0015245	2480	3713	4029	2213	4054
FBgn0028686	1553	945	959	831	980
FBgn0030269	1831	375	397	268	375
FBgn0030271	863	292	258	198	384
FBgn0030272	489	2268	2432	2418	2220
FBgn0030274	2656	380	358	392	383
FBgn0030276	3811	5360	5455	4511	4466
FBgn0030278	546	0	0	2	0
FBgn0030280	559	1	1	5	4
FBgn0030283	650	28	17	15	17
FBgn0030286	5830	2757	2751	1943	3205
FBgn0030290	746	4	7	0	1
FBgn0030291	799	112	114	140	74
FBgn0030292	477	599	992	450	633
FBgn0030293	4519	1417	1467	1079	1315
FBgn0000499	2844	884	879	754	912
FBgn0030294	1628	430	324	339	354
FBgn0004864	5055	1041	936	936	1074
FBgn0030289	3430	596	658	412	618
FBgn0028421	4162	2288	2166	1672	2122
FBgn0001491	934	213	209	209	161
FBgn0003411	779	0	1	0	1
FBgn0030277	868	2	8	7	1
FBgn0026268	950	301	286	726	1239
FBgn0052668	2676	125	126	81	172
FBgn0020255	1898	2414	2341	2390	2393
FBgn0030270	664	2	0	0	7
FBgn0052667	368	7	2	5	0
FBgn0030268	5150	3357	3413	2554	2968
FBgn0010391	2056	680	677	507	684
FBgn0030266	12204	3987	4019	3106	4101
FBgn0027359	761	269	278	289	287
FBgn0030296	1587	19	14	14	9
FBgn0001145	2231	39482	37177	35849	36958
FBgn0030300	2852	418	412	245	401
FBgn0030301	3887	997	1070	845	982
FBgn0030304	2632	2689	2868	2310	3109
FBgn0030305	1432	183	212	93	174
FBgn0030306	1188	371	337	307	356
FBgn0052666	4847	2602	2637	1941	2297
FBgn0030310	1018	71	74	110	102
FBgn0030311	760	1	0	2	0
FBgn0030313	934	1	1	10	3
FBgn0030314	2235	211	257	186	244
FBgn0030316	1800	247	243	193	254
FBgn0019660	1368	3934	3449	2431	3522
FBgn0002948	2449	184	175	134	193
FBgn0030318	2345	485	497	404	499
FBgn0030321	3059	1029	1128	634	921
FBgn0002723	5088	1263	1382	749	1200
FBgn0004370	8708	5088	4972	3809	4088
FBgn0014133	8842	7228	7313	5233	6659
FBgn0030326	913	11	24	12	25
FBgn0030323	1246	193	213	233	174
FBgn0030320	3767	609	647	393	583
FBgn0030319	772	9	18	6	6
FBgn0030317	2160	16302	16372	12292	17450
FBgn0000618	503	61	103	45	90
FBgn0027259	1002	29	27	32	24
FBgn0003277	6736	3094	2890	2278	2909
FBgn0030309	1291	1305	1186	1323	989
FBgn0030307	5028	9	3	22	18
FBgn0030298	2819	0	0	0	0
FBgn0045502	2819	0	0	0	0
FBgn0030297	1251	0	11	0	4
FBgn0030329	2073	1200	1239	902	1207
FBgn0030330	3247	707	676	543	691
FBgn0030331	2494	24	39	20	29
FBgn0002577	3405	45	51	63	54
FBgn0030334	2730	147	156	97	155
FBgn0030339	1665	64	76	48	105
FBgn0030343	5157	1299	1466	1110	1434
FBgn0030345	1776	282	368	227	363
FBgn0030347	1529	367	454	434	451
FBgn0030350	827	831	1087	769	914
FBgn0030351	719	223	160	144	143
FBgn0030352	1385	169	160	153	172
FBgn0030360	1648	168	163	144	193
FBgn0030362	1708	1811	1773	1306	2720
FBgn0030361	2289	295	315	203	303
FBgn0001083	4698	371	370	293	336
FBgn0030359	2344	22	38	36	38
FBgn0003865	887	0	0	7	0
FBgn0000808	2261	17	18	13	15
FBgn0030358	3776	903	861	671	899
FBgn0030357	2076	218	244	309	183
FBgn0052660	442	0	0	0	0
FBgn0030356	654	2	1	8	0
FBgn0030354	5187	1621	1714	1364	1411
FBgn0030349	5037	2186	2188	1452	1953
FBgn0030348	1491	126	98	110	182
FBgn0030346	1481	312	268	240	388
FBgn0030344	4054	1024	971	768	837
FBgn0030342	2117	173	162	96	183
FBgn0030341	1541	867	709	560	671
FBgn0030340	3265	24	21	37	2
FBgn0030338	484	1	0	0	2
FBgn0001218	3589	11979	12513	8260	9692
FBgn0004511	4075	45	26	53	41
FBgn0030332	1035	287	383	350	356
FBgn0030328	4444	5567	5559	4374	4704
FBgn0030327	2795	1153	1110	971	1031
FBgn0030364	1251	1025	1214	726	1117
FBgn0030365	1620	169	156	133	203
FBgn0030369	1885	19	31	34	19
FBgn0052657	353	2	2	1	3
FBgn0040859	836	16	29	19	14
FBgn0030376	5849	21	14	38	10
FBgn0052655	1250	85	127	98	118
FBgn0030377	2187	61	59	45	66
FBgn0030375	777	0	0	1	1
FBgn0030374	489	1	1	19	2
FBgn0030373	811	4	4	8	1
FBgn0030370	1298	1	2	4	1
FBgn0030367	1523	259	267	209	374
FBgn0030366	5642	5938	6166	4311	5060
FBgn0043001	737	28	27	15	35
FBgn0030384	1331	1	0	5	1
FBgn0030386	896	0	3	4	3
FBgn0030389	955	1	0	22	7
FBgn0030394	1326	15	6	27	8
FBgn0002562	2625	111	111	50	70
FBgn0030396	2304	170	144	160	169
FBgn0030398	818	178	176	179	185
FBgn0052654	9707	6646	6758	4335	6021
FBgn0030407	2123	71	67	72	66
FBgn0030408	1544	77	81	66	80
FBgn0030406	1585	307	336	206	287
FBgn0030403	2509	619	609	351	598
FBgn0030400	5853	9317	7673	5846	5697
FBgn0030395	2203	5	3	7	5
FBgn0030391	1725	910	805	697	665
FBgn0030390	1180	0	1	7	4
FBgn0052651	3719	19	5	21	9
FBgn0030385	1980	6	3	11	4
FBgn0030409	1302	2	5	17	5
FBgn0030411	1234	147	228	219	189
FBgn0030412	6345	12772	13122	8778	11346
FBgn0015024	3369	13762	13311	10321	9072
FBgn0030417	2853	333	311	261	357
FBgn0030418	4568	415	492	420	422
FBgn0030421	3904	2517	2482	2224	1932
FBgn0030425	2572	1327	1309	816	1077
FBgn0030433	774	199	189	220	161
FBgn0030435	1694	429	366	356	432
FBgn0030434	1323	249	242	249	235
FBgn0030432	1696	1170	1294	1349	946
FBgn0030431	1423	270	275	205	238
FBgn0052649	2280	496	583	476	514
FBgn0052650	1167	30	25	35	31
FBgn0030429	2035	114	99	79	125
FBgn0052647	6004	10614	12469	6307	7310
FBgn0030420	2970	527	577	471	472
FBgn0020513	2550	3750	4419	2179	3470
FBgn0030410	1207	40	97	71	109
FBgn0052642	1413	10	9	13	13
FBgn0052644	2012	11	2	24	18
FBgn0030438	2804	2	1	35	4
FBgn0052643	548	0	0	3	1
FBgn0030441	752	62	53	18	45
FBgn0030447	1224	318	354	337	288
FBgn0030451	3649	29	18	34	32
FBgn0030452	3789	45	24	14	24
FBgn0052645	3537	195	154	196	200
FBgn0030456	2256	169	201	116	177
FBgn0030457	3195	283	297	265	291
FBgn0052640	466	86	131	94	55
FBgn0052641	466	329	491	520	279
FBgn0029133	1830	1679	1553	1698	1256
FBgn0004456	5204	964	1027	943	1056
FBgn0030462	1069	4	1	1	1
FBgn0052639	642	14	31	11	22
FBgn0030460	1347	102	145	73	149
FBgn0030459	2113	7	7	22	14
FBgn0025463	1936	347	396	381	415
FBgn0030455	1464	6	3	30	15
FBgn0052638	1573	1076	1046	961	996
FBgn0030449	751	18	11	17	9
FBgn0010303	6215	3196	3095	2504	2799
FBgn0030443	2107	66	56	54	60
FBgn0030440	747	41	48	19	52
FBgn0030439	1359	21	32	19	19
FBgn0030437	2618	130	153	135	100
FBgn0000346	3087	5909	5957	4444	5508
FBgn0030465	1959	172	205	92	214
FBgn0030466	6261	681	647	486	684
FBgn0030468	1998	259	226	243	287
FBgn0040309	1464	4072	4264	2808	3672
FBgn0052636	1484	21	24	20	29
FBgn0030474	2626	489	546	341	412
FBgn0030477	1282	24	37	15	25
FBgn0030478	3058	5426	5594	4010	5645
FBgn0030480	516	156	160	94	123
FBgn0030481	1770	517	517	394	509
FBgn0030482	2510	1492	1560	771	855
FBgn0030484	1220	994	824	617	742
FBgn0030486	7583	1561	1705	1227	1822
FBgn0030492	1001	2	4	1	0
FBgn0030493	1369	1	2	3	1
FBgn0030494	858	5	13	20	8
FBgn0030495	2049	8	7	14	5
FBgn0030485	1933	1317	1317	1147	1244
FBgn0030483	1025	1	2	17	4
FBgn0030479	3330	15887	14077	11553	9376
FBgn0010198	944	6208	5565	6925	6276
FBgn0030467	1780	373	396	353	420
FBgn0052631	1289	6	2	5	6
FBgn0052633	1441	2	0	4	0
FBgn0030499	3279	526	432	325	525
FBgn0030501	977	8	12	9	11
FBgn0030503	1622	179	166	110	151
FBgn0030505	10064	8205	8295	7044	7124
FBgn0030507	1488	24	47	29	37
FBgn0030508	4588	1325	1371	1042	1831
FBgn0030509	919	1	0	11	3
FBgn0030511	1608	210	212	182	236
FBgn0002878	4868	176	172	149	206
FBgn0030518	948	186	226	219	184
FBgn0030519	1104	1359	1327	899	1418
FBgn0020909	1301	76	58	55	75
FBgn0030528	1121	146	199	105	203
FBgn0027537	2786	256	280	194	316
FBgn0052626	6364	4120	4630	3748	4123
FBgn0030530	2938	434	509	302	460
FBgn0030529	1839	1746	1695	1462	1413
FBgn0030525	1250	48	43	49	43
FBgn0030524	715	48	55	26	46
FBgn0030521	1594	2801	2868	2184	3178
FBgn0030520	3431	6982	6963	5093	5311
FBgn0001612	3571	331	417	270	401
FBgn0001087	4404	2919	2993	2151	2424
FBgn0030514	3113	951	1053	752	994
FBgn0030512	4612	1221	1343	935	1313
FBgn0030510	1907	279	293	422	400
FBgn0030506	3040	177	258	91	208
FBgn0030504	4545	649	688	412	656
FBgn0030502	3138	1660	1608	1094	1303
FBgn0030500	2200	14	27	28	29
FBgn0030536	1270	46	41	37	40
FBgn0000173	2072	3890	3969	2538	3162
FBgn0044817	563	0	0	0	3
FBgn0011952	73	0	0	0	0
FBgn0011975	82	0	0	0	0
FBgn0011976	82	0	0	0	0
FBgn0011948	73	0	0	2	0
FBgn0011949	73	0	0	0	0
FBgn0011950	73	0	0	0	0
FBgn0011951	73	0	0	1	0
FBgn0011974	82	0	0	0	0
FBgn0011981	82	0	0	0	1
FBgn0030537	1954	0	0	3	4
FBgn0040871	428	0	2	2	0
FBgn0011983	82	0	0	0	1
FBgn0011953	73	2	0	0	0
FBgn0011977	82	0	0	0	0
FBgn0011982	82	1	6	3	0
FBgn0011980	82	7	1	9	1
FBgn0030539	774	3	1	10	1
FBgn0030540	1534	1	0	8	4
FBgn0030541	2197	0	11	0	0
FBgn0052603	1144	36	24	25	27
FBgn0030543	1165	2	1	3	7
FBgn0004649	6351	7	10	21	7
FBgn0052600	4958	2819	2825	1790	2368
FBgn0052601	967	13	17	7	8
FBgn0030566	1012	13	18	22	11
FBgn0030569	3684	14	20	76	33
FBgn0052598	967	6	9	8	4
FBgn0030563	907	7	2	6	6
FBgn0030544	645	2	0	10	1
FBgn0030570	772	5	6	0	1
FBgn0030571	911	378	374	274	348
FBgn0030573	864	32	19	41	26
FBgn0030575	1780	410	449	332	365
FBgn0030577	992	0	4	5	10
FBgn0030578	1210	0	3	8	3
FBgn0015010	1760	77	55	50	43
FBgn0020508	849	3	3	5	2
FBgn0030576	2705	565	613	477	512
FBgn0015774	8168	4042	4150	2720	3352
FBgn0030574	3574	3398	3680	2196	3253
FBgn0030572	641	202	162	139	165
FBgn0030582	3433	1407	1285	1153	1244
FBgn0030583	606	11	7	7	13
FBgn0000535	10636	7101	7433	4374	5592
FBgn0052594	4288	811	936	631	979
FBgn0030603	2514	827	808	651	844
FBgn0030605	1129	1672	1866	1856	1406
FBgn0030607	1855	500	531	342	463
FBgn0053177	862	36	50	29	33
FBgn0053178	861	6	8	12	8
FBgn0030612	1872	254	206	177	238
FBgn0030611	602	70	74	82	86
FBgn0030610	521	1043	1019	916	732
FBgn0030608	4598	10523	10154	10436	8581
FBgn0030600	16734	7815	7524	4772	8669
FBgn0030599	815	0	0	3	2
FBgn0027601	3474	2818	2565	1899	2738
FBgn0052591	1743	49	50	14	30
FBgn0030598	2524	76	51	20	71
FBgn0030597	2045	87	59	30	49
FBgn0030596	1979	51	81	49	81
FBgn0030595	667	41	41	28	74
FBgn0030594	2980	68	156	77	134
FBgn0030593	2221	6986	7974	8091	10144
FBgn0030592	3099	216	232	208	193
FBgn0030590	3952	236	227	201	255
FBgn0030589	2034	311	349	308	424
FBgn0030588	2265	134	125	73	127
FBgn0030587	2191	81	84	35	93
FBgn0030586	2085	90	69	63	82
FBgn0052590	699	104	92	73	80
FBgn0030584	668	640	828	674	607
FBgn0003301	9618	7069	7402	4632	7065
FBgn0030613	8719	8399	8451	5985	8164
FBgn0030620	1082	3	1	2	0
FBgn0030625	3838	296	363	345	343
FBgn0015926	2353	6	8	20	5
FBgn0026428	5251	2667	2341	1684	2561
FBgn0030631	4251	414	449	429	447
FBgn0030634	4688	1016	964	666	1018
FBgn0003132	1892	61	62	46	59
FBgn0030630	1616	224	256	197	308
FBgn0030629	1592	178	135	83	115
FBgn0030628	2315	39	38	39	58
FBgn0030624	1298	6	3	36	10
FBgn0030623	1055	0	1	6	1
FBgn0030622	1040	2	1	4	0
FBgn0052588	677	2	1	0	0
FBgn0030617	5367	313	252	284	243
FBgn0030616	1296	8900	9947	7774	10130
FBgn0030615	2288	118	179	122	153
FBgn0030614	585	177	191	120	229
FBgn0014455	2119	720	805	758	606
FBgn0030638	1720	283	315	196	246
FBgn0030640	3153	2	1	4	0
FBgn0030643	413	0	0	0	4
FBgn0030645	696	78	100	59	78
FBgn0030647	3584	2	1	20	3
FBgn0030648	3154	2227	2277	1916	2016
FBgn0027287	6109	1351	1585	1225	1413
FBgn0030653	1377	27	47	30	48
FBgn0030658	1653	343	350	261	364
FBgn0030660	1903	41	49	35	40
FBgn0030661	1569	29	18	8	9
FBgn0030663	770	10	4	72	92
FBgn0030664	735	0	0	0	0
FBgn0030666	1702	9	5	7	5
FBgn0030668	1820	424	350	258	352
FBgn0030671	1496	427	381	220	406
FBgn0030673	1611	56	86	36	65
FBgn0030672	3267	3401	3576	3033	3171
FBgn0030670	1652	4684	4130	3306	3967
FBgn0030669	991	371	395	271	330
FBgn0030667	3692	146	284	3154	506
FBgn0030665	2044	4	1	16	3
FBgn0003463	6442	4643	4699	3775	3730
FBgn0030659	1945	213	280	223	235
FBgn0030655	2342	76	106	74	108
FBgn0030654	1692	107	103	101	161
FBgn0030642	1489	51	37	49	62
FBgn0004391	6481	353	354	270	389
FBgn0040285	2813	2664	2590	2353	2012
FBgn0030674	16799	8039	8562	5963	8831
FBgn0030675	1486	32	43	65	51
FBgn0026666	783	460	529	353	375
FBgn0030679	1188	1209	1468	1322	1051
FBgn0027329	1924	1312	1325	1384	1226
FBgn0030683	2055	170	220	194	185
FBgn0030684	1367	61	81	83	81
FBgn0030686	1243	180	211	151	193
FBgn0030687	4420	206	251	134	249
FBgn0053172	3205	56	69	28	62
FBgn0030692	2078	456	469	402	551
FBgn0026374	2536	316	256	192	285
FBgn0030694	1342	309	358	281	284
FBgn0030696	1393	60	36	43	55
FBgn0003345	8766	3472	3626	2813	2784
FBgn0052582	696	6	18	3	7
FBgn0030697	2646	8	1	29	3
FBgn0030699	1883	694	699	526	730
FBgn0030700	1422	46	59	56	28
FBgn0001105	5605	11623	12230	7148	9454
FBgn0001092	1443	6278	6412	5932	6601
FBgn0030701	4117	1805	1807	1147	1855
FBgn0030704	959	284	301	366	236
FBgn0003392	5989	16282	17419	11849	14723
FBgn0030706	7733	4415	4804	2802	4786
FBgn0030707	2019	253	238	194	268
FBgn0030710	2575	666	600	461	610
FBgn0030711	1285	285	324	370	218
FBgn0045073	2973	1859	2076	1371	1804
FBgn0053180	4743	1198	1306	1005	1214
FBgn0010315	2453	229	220	152	207
FBgn0030703	1503	2802	2874	1845	2484
FBgn0065035	1241	147	73	102	83
FBgn0002914	2928	1614	1714	1619	1547
FBgn0026076	2261	3261	3786	2538	2703
FBgn0014391	450	4016	4550	4347	2812
FBgn0027093	2135	267	294	259	282
FBgn0000319	6008	6394	6686	5209	7384
FBgn0030695	2073	356	442	379	357
FBgn0052581	1428	44	50	41	61
FBgn0030693	1817	1047	1121	800	1097
FBgn0025809	1507	483	549	439	383
FBgn0030691	2559	15	32	20	29
FBgn0030688	902	5	20	31	7
FBgn0030685	4485	2502	2748	1954	2312
FBgn0030680	4350	1091	1010	741	845
FBgn0030678	1462	82	65	65	90
FBgn0011741	1347	188	226	140	221
FBgn0030676	618	25	19	9	17
FBgn0003920	192	9	9	1	3
FBgn0030731	2262	1466	1342	908	1353
FBgn0004066	1176	340	332	266	348
FBgn0000536	4627	3134	3365	2265	3194
FBgn0030733	523	0	0	0	0
FBgn0011571	1666	3096	3022	1882	2472
FBgn0030735	4355	1026	1294	1058	1252
FBgn0027521	3215	2	6	12	16
FBgn0030739	3558	209	276	253	241
FBgn0052579	1474	113	156	238	172
FBgn0260450	2687	146	182	73	232
FBgn0003416	5678	587	537	463	601
FBgn0005411	1646	856	1012	827	975
FBgn0030743	985	518	584	295	493
FBgn0030742	1647	947	931	742	839
FBgn0030740	1801	2640	2983	2299	2472
FBgn0004432	1227	10910	10757	10378	8617
FBgn0030738	3003	787	741	666	673
FBgn0030737	1445	0	0	0	0
FBgn0030734	1745	996	1242	1004	1211
FBgn0040207	3350	482	487	286	554
FBgn0030729	1096	5	3	2	0
FBgn0003933	110	15	149	2	36
FBgn0042650	7442	1326	1219	987	1469
FBgn0004598	6474	4172	4251	3086	4265
FBgn0030745	2236	1143	1078	997	807
FBgn0004367	7899	164	149	123	181
FBgn0030747	6107	98	124	134	110
FBgn0030748	2356	12	2	10	6
FBgn0030753	2336	645	786	571	741
FBgn0026181	7385	2168	2316	2107	2111
FBgn0030752	1820	1095	1018	1010	1114
FBgn0030749	2976	763	910	719	828
FBgn0030746	4100	5	15	22	19
FBgn0010416	2297	455	396	368	445
FBgn0030744	1768	459	461	410	381
FBgn0010412	1254	9287	8337	9189	9334
FBgn0030766	5083	1169	1206	855	1224
FBgn0052573	1782	0	0	0	0
FBgn0030776	895	24	46	25	57
FBgn0030780	2996	84	49	67	54
FBgn0052572	2264	6	2	18	6
FBgn0052571	1366	13	18	19	19
FBgn0052570	1034	23	15	36	22
FBgn0052569	691	7	21	12	13
FBgn0052574	1354	20	13	22	14
FBgn0030786	973	456	389	296	363
FBgn0030788	1994	379	391	268	364
FBgn0030790	3669	1138	1208	956	1036
FBgn0030792	942	369	381	251	367
FBgn0030794	2027	60	64	43	72
FBgn0030795	2190	0	0	0	0
FBgn0030796	3457	3002	2903	2616	2366
FBgn0030799	1283	91	101	67	102
FBgn0030801	1393	96	72	69	84
FBgn0030803	1700	66	67	53	54
FBgn0030804	639	0	0	0	0
FBgn0027556	4520	5885	5342	4589	3912
FBgn0053252	819	0	9	9	0
FBgn0030802	761	114	90	119	96
FBgn0030800	1707	200	203	96	221
FBgn0030798	6193	979	957	762	851
FBgn0030797	2394	0	2	0	3
FBgn0030793	1329	147	154	132	147
FBgn0030791	2747	2382	2135	1553	1821
FBgn0030789	1647	92	73	60	90
FBgn0030787	1834	503	459	394	407
FBgn0001250	6011	2417	2350	1434	2207
FBgn0027528	3684	1419	1421	1220	1153
FBgn0030777	813	43	22	12	37
FBgn0030775	978	73	49	51	75
FBgn0030774	1263	85	79	63	87
FBgn0030773	964	10596	12296	7609	4780
FBgn0030770	681	18	2	2	15
FBgn0030769	1358	219	184	231	157
FBgn0015336	3429	24	18	20	25
FBgn0030768	1729	207	186	166	188
FBgn0030808	6046	901	913	851	844
FBgn0030813	2343	46	67	70	63
FBgn0030814	1838	0	1	14	5
FBgn0030816	2433	570	677	506	765
FBgn0030817	2499	483	580	342	567
FBgn0000163	10881	3070	3048	2013	2979
FBgn0030824	814	1	1	5	9
FBgn0052564	1448	7	1	3	5
FBgn0052563	567	0	0	15	0
FBgn0030828	1533	1201	1269	1375	1552
FBgn0030829	1121	56	58	66	48
FBgn0030830	788	85	61	41	71
FBgn0030832	708	2	0	11	2
FBgn0003057	1711	3	5	2	1
FBgn0030826	630	41	23	6	7
FBgn0030823	1630	11	2	10	8
FBgn0028974	5073	307	251	213	315
FBgn0016080	2852	66	91	96	83
FBgn0002590	1386	7610	8405	7373	9126
FBgn0065032	786	12	16	8	10
FBgn0030815	4356	8	20	18	17
FBgn0030812	5734	4240	4430	3565	3373
FBgn0030809	7096	6826	7077	5056	6440
FBgn0030807	508	28	2	2	10
FBgn0030806	1786	194	223	195	183
FBgn0030805	2118	23	22	24	19
FBgn0030838	2416	1191	1196	922	1170
FBgn0004854	3142	313	260	207	321
FBgn0011758	2724	205	175	110	178
FBgn0030839	2235	97	121	103	109
FBgn0030841	2647	37	36	43	42
FBgn0030840	1875	0	1	0	2
FBgn0040877	1165	221	186	183	203
FBgn0027602	4445	191	179	169	267
FBgn0024238	4258	4528	4861	3697	3530
FBgn0030837	677	5	9	1	1
FBgn0030836	1571	2	0	1	1
FBgn0030834	1071	151	100	93	138
FBgn0030833	4371	248	315	280	328
FBgn0030847	2872	2712	2641	2009	2565
FBgn0030846	1875	217	211	162	193
FBgn0026313	5719	3303	3646	2570	3140
FBgn0030853	1064	1200	1471	1200	1101
FBgn0030855	2647	133	165	168	152
FBgn0026192	3032	2210	2440	1907	2195
FBgn0024184	2999	120	62	111	58
FBgn0026058	1289	12	1	16	3
FBgn0030870	1972	619	683	536	727
FBgn0000617	1124	120	126	83	96
FBgn0030872	2082	664	621	511	690
FBgn0052557	2131	6	3	0	0
FBgn0052554	817	41	32	29	20
FBgn0030873	1922	628	712	439	643
FBgn0030871	1224	39	55	20	50
FBgn0030869	4906	3480	3563	2433	2663
FBgn0030868	531	0	0	1	0
FBgn0030864	1643	132	123	99	106
FBgn0030859	2330	16	19	12	16
FBgn0030858	3668	413	434	354	417
FBgn0026375	8125	8627	9065	5462	7058
FBgn0030854	1770	712	869	475	788
FBgn0030851	1260	72	115	83	85
FBgn0030850	3148	1939	1774	1684	1482
FBgn0028343	4080	493	607	423	669
FBgn0030876	1140	33	38	32	55
FBgn0030878	1543	287	267	195	302
FBgn0030881	1357	66	44	9	52
FBgn0030880	1150	7	2	0	6
FBgn0030882	2838	131	82	48	83
FBgn0052496	778	2	6	3	2
FBgn0030884	4182	212	265	142	273
FBgn0030889	3573	64	66	61	76
FBgn0030891	2658	361	435	388	494
FBgn0021765	1134	891	777	574	902
FBgn0030893	3324	176	233	152	171
FBgn0022724	1341	87	104	68	87
FBgn0030895	1518	622	561	767	1080
FBgn0052553	1066	277	301	16	39
FBgn0030894	2347	518	502	315	518
FBgn0030890	4131	1454	1394	1041	1056
FBgn0030886	1710	240	219	156	242
FBgn0030883	843	392	457	274	375
FBgn0030877	2289	94	102	109	120
FBgn0083228	4508	3141	3145	3110	2856
FBgn0030900	920	12	7	9	0
FBgn0030911	680	12	5	22	7
FBgn0030914	2446	21	3	21	15
FBgn0030915	1276	215	209	236	244
FBgn0022355	2854	22507	24255	27398	33841
FBgn0030918	1424	0	5	0	0
FBgn0030921	744	484	630	465	418
FBgn0052551	393	70	68	37	38
FBgn0052548	1774	17	18	24	15
FBgn0052549	3465	4304	4093	3041	3962
FBgn0008635	3203	1417	1449	1191	1396
FBgn0004957	2334	98	95	62	142
FBgn0030913	6236	2831	3002	1900	2334
FBgn0030912	1745	219	179	204	184
FBgn0004956	3125	3	6	20	13
FBgn0030905	904	1	1	0	2
FBgn0030904	1980	15	9	19	12
FBgn0030899	614	1	3	0	2
FBgn0030931	1132	4	0	5	8
FBgn0027087	2862	459	508	273	500
FBgn0030938	911	33	17	22	44
FBgn0052546	72	7	10	1	4
FBgn0030943	1249	74	108	94	115
FBgn0001079	3251	262	270	164	281
FBgn0004959	2203	26	6	27	7
FBgn0030949	1596	37	19	30	29
FBgn0030952	1883	1	0	12	2
FBgn0030951	680	0	0	5	0
FBgn0010383	3049	491	541	587	609
FBgn0030947	997	0	3	0	7
FBgn0030946	3478	742	784	566	744
FBgn0030945	2298	245	248	147	325
FBgn0030944	989	362	388	255	367
FBgn0027335	3889	4155	3822	3002	3154
FBgn0030941	2594	1144	1277	946	1087
FBgn0030940	6138	44	22	101	93
FBgn0030937	1405	50	54	21	43
FBgn0030936	1372	49	50	22	48
FBgn0030933	1532	12	6	31	15
FBgn0030932	2396	272	365	287	387
FBgn0010194	4005	809	815	696	717
FBgn0030930	3668	494	482	329	499
FBgn0030929	903	5	15	21	19
FBgn0030928	822	0	0	10	3
FBgn0030927	1817	174	137	98	159
FBgn0030926	1645	277	236	187	302
FBgn0030925	2408	246	323	338	321
FBgn0030955	1565	135	93	83	83
FBgn0030958	333	8	1	8	0
FBgn0030960	1850	1137	1161	799	1136
FBgn0030961	4548	827	822	574	762
FBgn0030963	1454	62	63	56	59
FBgn0030964	2783	279	276	245	278
FBgn0030969	1695	131	121	124	162
FBgn0052544	1630	590	564	259	563
FBgn0030973	3401	2690	2849	2199	2295
FBgn0030975	1949	7	4	16	5
FBgn0030976	3832	5912	5842	4818	4624
FBgn0030974	4147	1246	1427	952	1486
FBgn0030970	2580	258	246	199	228
FBgn0030968	1250	1219	1327	724	1106
FBgn0030966	2115	560	638	358	514
FBgn0001090	2726	21311	23415	21371	20631
FBgn0030959	1894	116	161	133	128
FBgn0030956	2055	254	248	157	245
FBgn0030954	2230	109	111	61	157
FBgn0030979	2489	4	0	22	5
FBgn0030980	812	0	0	0	0
FBgn0030981	787	59	11	10	13
FBgn0030991	1852	758	906	814	700
FBgn0030992	2715	13	5	16	16
FBgn0030993	1238	108	147	220	203
FBgn0030994	816	7	4	18	4
FBgn0030996	1940	668	598	484	611
FBgn0030999	1615	10	7	11	6
FBgn0031000	1146	5	0	8	4
